author,text,date,likes,video_title
@DeniAgan-e2l,Kalo 17 pro itu android udah habis tuh di hujat David 😂,2025-11-02T19:45:17Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rahmatfatihalkiromi9293,Hp cina😂,2025-11-02T14:49:45Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@SariYogaSwastiani,menunggu review ipadnya jugaaaa😁,2025-11-02T03:42:54Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@AzwLa,Knpa iphone17 pro kaya hape poco yg murah😂😂😂😂😂 desain belakang nya,2025-11-02T01:36:22Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ziefebian9380,Relate bgt jirr warna ijo tembok org miskin😂😂😂😂😂,2025-11-01T07:47:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@AlfaRiansyah-h3i,Di luncur langsung beli 1:03 😊,2025-11-01T01:42:28Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@DyiauddinTorjun,Warna gak suka sekali,2025-11-01T01:03:16Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@qemherlambang502,"Kasiann ,, orang miskin akan senyum liat ini... 😂😂😂",2025-10-31T22:27:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@miru0202,bismillah tahun depan,2025-10-31T18:16:09Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@oficialwanda_ku988,Bang seneng banget jadi kamu rejekinya lancar sehat selalu.beda dg saya harus berusaha sekuat mungkin jadi TKW padahal seorang istri.😭😆doain ya bang rejekinya sama kaya Abang sehat sll,2025-10-31T17:14:13Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@chiikal30,Bang itu hp Poco 17 pro ya,2025-10-31T08:43:11Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@andikoko6550,Ijo EN u,2025-10-31T07:12:08Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fauziahmade2795,Pasar dipaksa nerima desain iphone yg skrang gk sih😂semoga nasib nya gk jadi ky brand suzuki yg kualitas bagus tpi desain aneh,2025-10-30T21:08:06Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Katatiana,Q juga lagi mikir soal warna. Mulai I phone 6 plus 8 plus 11 .13 pro .skrg 15 pro pengen up 17 pro tapi kalau sama warna . Putih dah biasa mau oren kok ya jlk 😂betul kata David dia hy unik,2025-10-30T16:07:31Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@FadliRizq12,"🤓""120hz iphone = 1000hz android""",2025-10-30T14:57:15Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sandialdrian2784,Di bandingin sama bungkus kacang😢😂,2025-10-30T13:22:22Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@antonraharjo84,info bang.kalau seperti adaptor 40w dynamic power adapter with 60w gak ada di ibox dan deler lainya. untuk beli di web nya apple gimana caranya ya.sdh tak coba mentok di alamat.mungkin ada cara lain.dan softcase nya juga pada kosong kadang.pliss,2025-10-30T08:41:33Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Yourbaebiatchh,17:22 landscape otomatis itu ketika foto di frame nya ada minimal 3 orang dia otomatis landscape,2025-10-30T03:14:07Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MNiam-bb1nl,Guys doain gua punya uang 100m sebelum umur 30 tahun ❤❤,2025-10-29T19:13:45Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@HusnudLinda,bang ga mau kirim iphone2 bekas reviewan nya apaaaahhh 😅,2025-10-29T14:35:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@DogmaPuppet,"25:01 Segel Orochimaru di leher Sasuke.
Obat nyamuk Tiga Roda.",2025-10-29T12:36:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@GhifariNaufall,❤iphone 17 pro max 2tb black,2025-10-29T10:04:57Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@mayurimayura,Eh tp sama gak sih kayak kasusnya 13 pro/promax sama 14 pro/promax. Soal camera bagusan seri 13 drpd 14.,2025-10-29T08:58:07Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ZENTHOR7,kpn reviewnya bang,2025-10-29T04:35:00Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@mariaagista2937,Liat vid ini sambil pake ip 17pro 😅,2025-10-29T03:20:15Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@NovaYudhaA,jadi tau bisa fitur anti tema aplikasi jadi transparan wkwkwkwkwkw,2025-10-29T02:03:46Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@YusRizal-k9d,"Pajak 9 juta, itu pajak loh. Mending kasih ke orang yang kurang mampu",2025-10-28T20:39:10Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@neurozuno,wokwowk iya lagi dipakein case tertutup malah jadi POCO 🤣,2025-10-28T16:49:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@desykumala.n3869,Di jual gk sii habis di review,2025-10-28T11:36:35Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@suparmanyogyakarta,Yogyakarta Indonesia hadir,2025-10-28T10:37:35Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rendyachmadsyukur,Mantap bang David,2025-10-28T05:55:45Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Cinta-pr6io,Iphone selalu ketinggalan jaman soal tekhnologi setelah Android😂,2025-10-28T01:07:15Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dediirawan1599,Hp Orang Bergaya Hidup Mewah Ini..,2025-10-27T19:12:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@aditrafalgar3253,Udah sampai iphone 17 aja bentuknya masih ngebosenin 😅cuman beda warna doang,2025-10-27T14:54:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@CP9FFF,13:30 iphone 15 PM juga bisa,2025-10-26T15:31:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@DoniArbani,salpok sama merek nya momok,2025-10-26T14:36:41Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Ramonaiverson222,Hmm ternyata ip 14+ ku tidak begitu buruk wkkwwkwkwk,2025-10-26T13:28:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MasyhudButon,ekspresinya kayak nyesal gitu beli i Phone 17 Pro,2025-10-26T13:19:33Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fitriripayanti8355,Aku juga,2025-10-26T12:50:08Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@-RifkyChannel-,ijo miskin😂,2025-10-26T11:12:19Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@adhigunanugraha-b9i9j,blm ada review full nya bang,2025-10-26T10:29:08Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@greenlandfamily-m5g,"20:38 aku tau nyindir siapa Timothy 👉🏻🫩🤕
David ✋🏻😊👉🏻🤣🫢",2025-10-26T07:12:15Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@kampungdurianruntuh2600,Kalau cari pengakuan iPhone 17 pro/max warna oranye memang terbaik,2025-10-26T05:06:01Z,2,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@saldijanuar21,koplok ijo miskin😅😅😅,2025-10-26T03:19:59Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fionaelkhansa6510,ip 16 pro / 17 base ya,2025-10-26T03:08:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ttrisamuel,Jadi flash back duluuuu 2007 punya sony Ericsson walkman warna orens 🫶🏼🥹,2025-10-26T02:10:04Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fitrihandayani2307,"Mau nanyaaa buat yang pernah pake iPhone dan Samsung seri flagship, mendingan mana sih?😭",2025-10-26T01:49:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@maya_anggraini8656,Belum tayang bang riviewny?,2025-10-25T16:42:26Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Sidney7919,Bukannya yang ijo Sage perasaan itu iphone 16,2025-10-25T15:53:45Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@budieratmawan3329,"Dua varian:
17 Polos (thai green tea)
17 Pro Max (thai tea)",2025-10-25T12:55:55Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@jokobodo4696,bacanya koq sa ge??? baca seij lah,2025-10-25T07:41:14Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@riskanurlaelani2147,Banyak duit si abanggg,2025-10-25T04:55:51Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Mobi_1961,nyimak,2025-10-24T18:42:51Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@longlife1126,"Di lihat dari belakang, Kok jadi inget nokia n8 Symbian",2025-10-24T17:51:03Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@elanadiatnr331,3:05 hijau missqueen g tuh 😂😂,2025-10-24T17:36:19Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@FarisLukman-zl7iz,"Di tempat gua.. Yang pake iphon kebanyakan pegawai yang gajinya di bawah umr .. Klw pengusaha dan pembisnis yang udh punya mobil dan rumah mereka pake hp samsung dan ovvo,.. Gua iseng tanya kenapa gak beli iphone kan udh mampu.. Jawabanya tujuan mereka cari duit di dunia nyata bukan pamer hp yg setiap tahun, berlomba lomba ganti ke iphone terbaru.. 😂",2025-10-24T15:49:39Z,2,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@FarisLukman-zl7iz,"Iphone udh ke 17 aja ni. 
Perasaan gak ada perubahan besar dari tahun ke tahun.. Tpi harga bekasnya anjlok",2025-10-24T15:43:25Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rezwaazrililhamsiregar1253,"PILIH YANG SERIES GENAP, Series Ganjil emang selalu cobaan, Iphone 12, 14, 16, Jangan ke 17 nanti kalau pengen upgrade ke Iphone 18",2025-10-24T10:54:53Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@wahyurifai-f6f9k,"nonton dulu aja, gatau belinya kapan",2025-10-24T06:09:49Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ferryrisettoz5698,"cuma mas david yg transfaran dalam menyampaikan fakta.
tengok in aja dulu vt nya , krn aku masih nganggur dan cm pake Realme 6 .
mau beli , belum ada duit soalnya",2025-10-24T04:03:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MagdalenaSihombing-t3x,Samsung S25 ultra : terbahak bahak😅,2025-10-24T03:01:58Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@emmaae457,Herannya tetep laris,2025-10-24T02:39:14Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@inkdesign7,"Kesan sy sih, biasa aja 😅",2025-10-23T13:19:06Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MisbahBoysaputra,S̤a̤l̤a̤m̤ k̤e̤n̤a̤l̤ b̤a̤n̤g̤.̤.̤d̤a̤v̤i̤d̤ g̤a̤n̤t̤e̤n̤g̤,2025-10-23T12:31:13Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MellaMorgen,AI nya kenapa ga smooth ya .. heran hiks muka menyong2 semua :(,2025-10-23T12:08:11Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@RajfiSkuy6,Review yg resminya jg bang david,2025-10-23T11:49:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@asepbayupratama8913,Kayaknya harus bertiga atau lebih orangnya koh david biar auto rotate,2025-10-23T09:30:17Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sarilestari3213,jd kesimpulannya bagusan 17 atau 16 pro nih ka???,2025-10-23T00:32:10Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Raaraaay,UPDATE pemakaian IP 17 nya dong bang selama beberapa minggu gimanaaa,2025-10-22T20:41:05Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@belladwiamalia925,Jadi kesimpulannya mending 16 pro apa 17 pro ya bang,2025-10-22T14:44:46Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Bellatrix-cho,"Riview Apple Iphone Air dong,  desainnya bagus, pengen tau spesifikasi nya.",2025-10-22T12:28:30Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@irmamariam2541,"Iphone klu gak cepat inovasi...bisa senasib seperti Nokia...,itu hanya bom waktu",2025-10-22T11:58:27Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@d_rger2058,"Aslinya iphone itu bisa banget lo bikin kamera yang langsung bagus bgt, tpi sama mereka di komersilkan dengan tipe tipenya, saya analogikan kamera pada iphone 11 harusnya bisa aj langsung bagus seperti iphone 17 tpi mereka simpan kemajuan tsb dan di terapkan pada iphone 17 spy bisa dimonopoli",2025-10-22T04:19:15Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@indynaqilah2156,"Tolong sarannya🙏🏻 iphone sy 13 pro. Bagus ganti ke iphone 17pro atau google pixel 10 pro. Pemakaian biasa gak main game, tapi lebih focus ke photo krn suka traveling",2025-10-22T03:51:08Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fathonahannisa8292,Pertanyaannya mending stay di 16plus 128 atau upgrade ke 17basic 256 nih?,2025-10-22T02:39:33Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@cowboyy20,reviewnya kapan bang?,2025-10-22T01:22:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@UdangPresto-v9h,"Sebagai user iphone, model seri 17 pro/promax kurang banget. Model 17 basic sama Air masih bisa diterima lah desainnya.",2025-10-22T00:48:25Z,3,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rizkanaufalianzahra1171,Kalo iphone itu lbh bagus series ganjil apa genap guys?,2025-10-21T23:23:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@FajriGacor-y5z3m,16 pro❤❤❤❤❤❤❤,2025-10-21T22:18:24Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@arhun310,Mnurt sy bentuk 17 pro dari blkang terkesan kurg wow..malah nampak  jadul..nampak dri muka bang david kecewa dgn prodak baru ini😂,2025-10-21T16:47:27Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@maulanaikya8062,I phone 17 pro edisi bitcoin,2025-10-21T14:10:20Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@bagusaldyprayoga,Xiaomi 17 pro max kpn bg?,2025-10-21T11:17:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@faturrohman9314,"udh sebulan bang, kapan upload repiwnya?",2025-10-21T10:44:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Andi-veint,nonton review iphone 17 pro pakai hp vivo tapi yg muncul iklannya samsung galaxy 😢,2025-10-21T00:19:42Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Chibimaru2604,"iOS 26 update an sampah, ganggu koneksi mau update karna masalah koneksi jadi puyeng 7 keliling",2025-10-20T22:56:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@nikodemusb,"Bang david, saran dong travel adaptpr yang bagus dan aman untuk iPhone 17? Dan berapa watt. Trimksh.",2025-10-20T14:19:03Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@imulyadi2443,Bang.. Sudah 1 bulan video ini? Ga buat review nya kah?,2025-10-20T14:08:24Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sapimae3486,"Hijau miskin? b oung seprei pung wrn ijo kek tu handpone harga Rp.105.000,- mahal ko murah? seprei miskin ko kaya? 😂 br dengar ini istilah dr ini konten e... ""hijau miskin"" br gbr tembok org pu rumah le... 😭💔",2025-10-20T13:40:45Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@tauruscell,"Bukannya gak mampu beli ip 17, soalnya tanggung baru minggu kemaren saya beli infinix hot 60i 😢",2025-10-20T13:22:10Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@DarkSoul076,Jumlah yang kamu bayar kalau tukar duit Malaysia jumlah harga setiap iPhone campur pajak dekat RM9000..Mahal Oo 😂,2025-10-20T10:49:20Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ALi_MuFiD_M2Chip,6:03 21jt an 2.0 USB nya 😌😌🤭,2025-10-20T08:50:52Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ALi_MuFiD_M2Chip,Sebulan 3jt view 😌 90% kaum bawah juga pasti. Yang kebelet beli iPhone yang BELUM kesampaian. iPhone 17 series tuh worth to buy sih di akhir tahun 2030,2025-10-20T05:44:04Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@16sxfi44,Jadi kalo soal kamera masi bagusan 16pro max kah guys?,2025-10-19T19:20:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@muhammadihsan7143,BENER DONG,2025-10-19T14:29:00Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@gadiprmdy1754,Mnurut gw kok iphone 17 basic lebih elegan daripada iphone 17 pro/max ya,2025-10-19T13:55:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Tamstamaaa,Pajaknya 9jt? Wadidaw negeri konoha sanga sejahtera ya 😂,2025-10-19T13:10:40Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@aansetiawan9959,"Nonton aja dulu, belinya bisa kapan kapan",2025-10-19T08:48:27Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sigitprasetyo9892,"Pajak ,pajak dan pajak 😮",2025-10-19T07:47:41Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sofiyanti1406,Bang. Kapan Xiaomi 17 prp max,2025-10-19T06:31:43Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@raygasanjaya01,Bungkus snack saya juga warna oren😂 24:49,2025-10-19T05:20:35Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Isnowek,Dari awal Baru skrg ku geli liat model iPhone terbaru ini,2025-10-19T01:52:26Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@KaryawanBermotor,gila ya kang pajak… gimana gak cepet kaya bea cukai,2025-10-18T15:30:58Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@satriasatwikaanantha,25:03 wkwkwk bangke 😂,2025-10-18T15:08:54Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@tato5102,Wah ternyata masih lebih ok 16 ya… zoomnya memang menang ip 17 tapi 16 got the detail dan cantik…,2025-10-18T13:45:00Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@addywijaya4551,belakangnya gak ada premiumnya - keliatan plastik dan murahan di bagian buble cameranya..sangat di sayangkan sih.,2025-10-18T13:32:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@reytheheroraw,"Setelah lihat konten ini, kemudian buka web2 vendor seller resmi, komparasi sana sini, kalo ada budget, sekalian beli pro, atau gk basic. Jangan yang Air wkwkwkwkwkwk sumpah jangan.",2025-10-18T11:20:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Rian_PW,fix kamera lebih bagus 16 ketimbang 17,2025-10-18T11:18:49Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@SUPINGAN,Harganya berapa ingin tahu saya,2025-10-18T11:08:11Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@bangkhalicah3949,Lebih Adam sih kamera 17..,2025-10-18T10:17:48Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@bangkhalicah3949,Warnanya gak bgitu bgus trllu mencolok.. bgus warna putih silver atu blue..,2025-10-18T10:10:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@komangdeni170,Banyak yg bilang warna orange itu nglupas dia warna nya jadi ilang katanya,2025-10-18T09:04:34Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@cahngapakk,Seperti nya ini poco versi pro😂😂,2025-10-18T04:47:06Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@azkaputrinuraina8067,"Banggg, bagi 1 bangg pliss😢",2025-10-18T04:25:29Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rienaamelia3926,Setelah melihat desain 17 pro aku makin mantabkan hati utk tetap memakai 16 proku 😅😅,2025-10-18T02:48:40Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@zulfarjan653,jdi nyesell beli yg 16 basee,2025-10-18T02:47:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rifawahyu10,Mending 17 basic apa 16 pro ya ? Soalnya selisih dikit. Tolong jawab yaaa galau nii 😭😭😭😭,2025-10-18T00:12:09Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dyosnj-bh8vz,Rencana mau upgrade dari 7 plus ke 17 basic,2025-10-17T23:16:48Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@metodiusjuanw7696,itu jamnya juga warna ijo,2025-10-17T15:43:44Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@WinantoDani,Sudah ip68/69?,2025-10-17T14:36:48Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rasyid125,Makin kesini makin parah ya,2025-10-17T14:24:25Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@HABIBTANTOWI-nr4oq,Bagusam model ipone 15 sampai 16,2025-10-17T13:36:57Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@anjingtanah1885,Ada yg sama ga si? Makin kesini makin ga fomo beli iphone terbaru?,2025-10-17T12:19:25Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ErniMukdori,"Warna orange 🍊🍊 di sini di panjang sepanjang jalan.
Krn warna tong sampah 😅😅 
Mau bli yg 17 tpi pengen max pro tpi juga bingung g suka gede bngt yg 17 pro max",2025-10-17T11:01:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@alfinosaurus,ijo sage keinget gw dari pixel 5 kalo ga salah,2025-10-17T10:54:40Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dianayu1846,Kao mau upgrade dari iphone 16pro ke 17pro worth it gak yah?,2025-10-17T03:03:14Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rahmatkamal7685,bang saran saya buat hasil foto sunset/matahari pas mau terbenam juga dihasil foto❤😅,2025-10-17T00:11:03Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@bejoowterjalbejoowterjal185,"Di singapore hari ini , 17 pro 256=$1750 512=$2050 1tb =$2350",2025-10-17T00:07:43Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@brooklyndinewyorkk,Kamera mantepan 16 pro maxx😂😂,2025-10-16T17:02:37Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Rezabilly-m1n,Bismillah semoga bisa beli iPhone biar bisa coba rasain make hp mahal🤲,2025-10-16T14:34:29Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
